entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Jalisco,Guyana,2013,1,2013-03-01,6.408687
Tamaulipas,North Macedonia,2005,4,2005-12-01,6.181687
Morelos,American Samoa,2002,2,2002-06-01,5.148284
Puebla,Mauritius,2020,1,2020-03-01,2.42473
Michoacán,Guyana,2003,1,2003-03-01,2.12326
Tlaxcala,Serbia,2022,2,2022-06-01,9.988216
Michoacán,Sierra Leone,2008,4,2008-12-01,1.745023
Querétaro,Greenland,2011,2,2011-06-01,4.235668
Zacatecas,Honduras,2001,4,2001-12-01,8.265349
Nuevo León,Cambodia,2013,1,2013-03-01,6.018618
Aguascalientes,Cyprus,2009,1,2009-03-01,3.054074
Guerrero,Lesotho,2013,2,2013-06-01,9.725623
Coahuila,Palau,2021,1,2021-03-01,0.444974
Puebla,Singapore,2020,2,2020-06-01,0.058665
Aguascalientes,Antigua and Barbuda,2014,3,2014-09-01,8.834298
Campeche,North Macedonia,2023,4,2023-12-01,4.320109
Aguascalientes,Heard Island and McDonald Islands,2018,2,2018-06-01,2.567678
Nayarit,Greece,2008,2,2008-06-01,1.467866
Chiapas,Tanzania,2017,1,2017-03-01,5.642577
Querétaro,Nauru,2004,1,2004-03-01,7.623777
Zacatecas,Andorra,2013,2,2013-06-01,5.485957
Baja California Sur,Tajikistan,2006,4,2006-12-01,1.339657
Yucatán,Hong Kong,2014,3,2014-09-01,3.302497
Guerrero,Togo,2018,2,2018-06-01,1.219144
Sinaloa,Lesotho,2004,1,2004-03-01,0.626558
Coahuila,Faroe Islands,2012,1,2012-03-01,6.921458
Chihuahua,Zimbabwe,2014,3,2014-09-01,3.061815
Oaxaca,Macao,2000,1,2000-03-01,0.063879
Nayarit,Sierra Leone,2021,3,2021-09-01,0.983538
Zacatecas,Tajikistan,2018,1,2018-03-01,8.793947
Aguascalientes,Latvia,2005,1,2005-03-01,7.121724
Nuevo León,Botswana,2011,3,2011-09-01,6.569275
Coahuila,San Marino,2004,4,2004-12-01,5.786663
Aguascalientes,Mexico,2002,2,2002-06-01,5.560555
Baja California,Morocco,2018,4,2018-12-01,0.16658
Sonora,Tanzania,2010,2,2010-06-01,6.197853
Chiapas,Pakistan,2013,4,2013-12-01,8.022059
Guerrero,Mexico,2020,4,2020-12-01,8.368221
Estado de México,Faroe Islands,2014,4,2014-12-01,2.758984
Hidalgo,Holy See (Vatican City State),2015,1,2015-03-01,2.560005
Baja California Sur,Botswana,2010,3,2010-09-01,8.372151
Tlaxcala,Monaco,2023,4,2023-12-01,3.10045
Guanajuato,Ethiopia,2001,4,2001-12-01,7.266835
Coahuila,Cuba,2005,4,2005-12-01,9.574332
Baja California Sur,Libyan Arab Jamahiriya,2004,4,2004-12-01,2.445507
Sinaloa,Holy See (Vatican City State),2013,2,2013-06-01,4.894068
Hidalgo,Belarus,2008,4,2008-12-01,4.735908
Tabasco,Saint Barthelemy,2012,4,2012-12-01,7.823061
Estado de México,Fiji,2019,3,2019-09-01,4.525561
Michoacán,Sudan,2014,2,2014-06-01,8.212134
Tamaulipas,Antigua and Barbuda,2004,1,2004-03-01,2.111318
Querétaro,Gabon,2000,2,2000-06-01,6.546396
Tamaulipas,Morocco,2000,2,2000-06-01,9.504474
Morelos,French Southern Territories,2020,3,2020-09-01,9.755343
Estado de México,Brazil,2006,3,2006-09-01,9.284726
Zacatecas,Saint Kitts and Nevis,2008,1,2008-03-01,1.211433
Puebla,Algeria,2023,4,2023-12-01,6.802256
Coahuila,Korea,2016,1,2016-03-01,9.649085
Quintana Roo,Heard Island and McDonald Islands,2008,2,2008-06-01,3.127778
Nayarit,Saudi Arabia,2008,1,2008-03-01,1.562611
Chihuahua,El Salvador,2012,2,2012-06-01,0.445606
Puebla,South Georgia and the South Sandwich Islands,2020,4,2020-12-01,4.766059
Nuevo León,Palau,2005,2,2005-06-01,8.277997
Michoacán,Aruba,2015,2,2015-06-01,7.010871
Michoacán,Latvia,2014,3,2014-09-01,7.185394
Hidalgo,Pakistan,2014,3,2014-09-01,6.619253
Campeche,Tokelau,2020,4,2020-12-01,3.210626
Aguascalientes,Pakistan,2004,3,2004-09-01,2.859762
Zacatecas,Gabon,2015,4,2015-12-01,7.891934
Baja California,Pakistan,2010,4,2010-12-01,7.149892
Durango,Sudan,2005,1,2005-03-01,3.27925
Baja California Sur,Macao,2017,3,2017-09-01,9.655501
Tlaxcala,Antarctica (the territory South of 60 deg S),2006,4,2006-12-01,4.739156
Quintana Roo,Peru,2000,2,2000-06-01,7.915023
Jalisco,Macao,2008,1,2008-03-01,4.353469
Querétaro,Christmas Island,2002,4,2002-12-01,0.975381
Puebla,Malta,2015,2,2015-06-01,7.65054
Sonora,Qatar,2016,1,2016-03-01,2.437499
Morelos,Tanzania,2018,3,2018-09-01,1.518802
Ciudad de México,Zimbabwe,2000,3,2000-09-01,2.661611
Chihuahua,Ecuador,2006,4,2006-12-01,3.564015
Sonora,Holy See (Vatican City State),2005,2,2005-06-01,4.706314
Nuevo León,Tanzania,2013,1,2013-03-01,5.391723
Colima,Netherlands Antilles,2007,1,2007-03-01,9.092512
Baja California,Pakistan,2002,2,2002-06-01,8.129886
Nuevo León,Fiji,2023,1,2023-03-01,3.644664
San Luis Potosí,Solomon Islands,2003,1,2003-03-01,5.822122
Tlaxcala,Sudan,2008,1,2008-03-01,5.364499
Tabasco,Guinea-Bissau,2007,3,2007-09-01,6.425231
Nayarit,Saudi Arabia,2018,4,2018-12-01,8.990016
San Luis Potosí,El Salvador,2010,2,2010-06-01,4.653404
Puebla,Liberia,2002,3,2002-09-01,5.364785
Jalisco,Aruba,2023,3,2023-09-01,3.060838
Campeche,Equatorial Guinea,2012,3,2012-09-01,5.369556
Coahuila,Guinea-Bissau,2011,2,2011-06-01,5.080254
Ciudad de México,Poland,2012,3,2012-09-01,4.643354
Guerrero,Uganda,2012,3,2012-09-01,5.178573
Oaxaca,Micronesia,2015,3,2015-09-01,1.670776
Yucatán,Cyprus,2014,3,2014-09-01,4.864538
Oaxaca,Chad,2006,1,2006-03-01,0.54306
Jalisco,Morocco,2020,1,2020-03-01,3.940878
Sinaloa,Isle of Man,2009,4,2009-12-01,1.66051
Estado de México,Serbia,2006,3,2006-09-01,0.133422
Tlaxcala,Guam,2023,2,2023-06-01,1.066829
San Luis Potosí,Congo,2001,4,2001-12-01,1.859229
Durango,Andorra,2022,1,2022-03-01,9.356967
Guanajuato,Mexico,2006,3,2006-09-01,0.859503
Tamaulipas,Botswana,2004,1,2004-03-01,8.859114
Yucatán,Moldova,2010,1,2010-03-01,9.503576
Chiapas,Paraguay,2017,2,2017-06-01,0.762739
Puebla,Peru,2017,3,2017-09-01,0.75377
Querétaro,Malta,2012,1,2012-03-01,6.423089
Hidalgo,Saudi Arabia,2011,2,2011-06-01,6.234997
Colima,Saint Barthelemy,2005,3,2005-09-01,1.580107
Tamaulipas,Monaco,2011,2,2011-06-01,0.956211
Guanajuato,Grenada,2020,1,2020-03-01,4.418924
Veracruz,Cape Verde,2012,1,2012-03-01,9.525365
Nuevo León,Saint Barthelemy,2014,4,2014-12-01,4.224669
Chiapas,Iraq,2006,1,2006-03-01,0.479009
Zacatecas,France,2005,2,2005-06-01,6.645851
Puebla,Eritrea,2009,3,2009-09-01,6.185095
Zacatecas,Monaco,2020,3,2020-09-01,7.367439
Chihuahua,Saudi Arabia,2022,1,2022-03-01,5.39055
Coahuila,San Marino,2018,3,2018-09-01,5.830583
Quintana Roo,Cocos (Keeling) Islands,2002,3,2002-09-01,2.756771
Sinaloa,Georgia,2019,2,2019-06-01,6.058578
Chihuahua,Syrian Arab Republic,2011,4,2011-12-01,8.576783
Sonora,Georgia,2006,3,2006-09-01,9.623089
Estado de México,Lesotho,2002,2,2002-06-01,8.008248
Morelos,Samoa,2016,2,2016-06-01,5.601
Puebla,Cocos (Keeling) Islands,2022,4,2022-12-01,2.071486
Morelos,Wallis and Futuna,2015,1,2015-03-01,2.081331
Colima,Chad,2023,4,2023-12-01,1.760098
Oaxaca,Chad,2002,4,2002-12-01,5.457619
Tlaxcala,Bolivia,2023,1,2023-03-01,3.731609
Jalisco,American Samoa,2023,4,2023-12-01,3.04068
Oaxaca,Botswana,2020,3,2020-09-01,4.851768
Aguascalientes,Holy See (Vatican City State),2020,3,2020-09-01,9.410203
Coahuila,Netherlands Antilles,2009,1,2009-03-01,7.27976
Puebla,Saint Barthelemy,2019,2,2019-06-01,6.845752
Estado de México,Georgia,2021,1,2021-03-01,6.159106
Campeche,North Macedonia,2023,1,2023-03-01,0.877114
Baja California Sur,Portugal,2006,1,2006-03-01,7.945614
Oaxaca,Congo,2015,2,2015-06-01,9.734333
Veracruz,Saint Barthelemy,2002,2,2002-06-01,5.917453
Tlaxcala,Latvia,2020,4,2020-12-01,7.772455
Chihuahua,Mayotte,2001,1,2001-03-01,2.545822
Zacatecas,Canada,2005,3,2005-09-01,2.740349
Aguascalientes,Oman,2012,4,2012-12-01,0.905589
Chihuahua,Latvia,2007,4,2007-12-01,1.640535
Guerrero,Eritrea,2015,3,2015-09-01,4.820758
Chiapas,Cyprus,2008,4,2008-12-01,8.311685
Michoacán,Sudan,2014,1,2014-03-01,3.717775
Oaxaca,Algeria,2009,2,2009-06-01,4.283656
Coahuila,Morocco,2021,1,2021-03-01,9.753576
Quintana Roo,Greece,2019,3,2019-09-01,8.949079
Zacatecas,North Macedonia,2021,1,2021-03-01,5.988595
Nuevo León,Aruba,2000,3,2000-09-01,9.281456
Baja California,Monaco,2019,1,2019-03-01,9.063691
Guerrero,Moldova,2009,2,2009-06-01,3.286944
Jalisco,Iran,2005,2,2005-06-01,9.761039
Coahuila,Samoa,2000,4,2000-12-01,3.831553
Yucatán,Guinea-Bissau,2012,4,2012-12-01,4.629061
Zacatecas,Wallis and Futuna,2006,3,2006-09-01,6.648345
Chihuahua,Equatorial Guinea,2012,3,2012-09-01,0.017326
Coahuila,Tuvalu,2011,4,2011-12-01,4.757915
Ciudad de México,Tajikistan,2001,4,2001-12-01,6.910511
Guanajuato,Guadeloupe,2002,2,2002-06-01,1.238636
Veracruz,Belarus,2015,4,2015-12-01,4.183263
Guanajuato,Faroe Islands,2023,4,2023-12-01,4.983149
Baja California,Egypt,2010,3,2010-09-01,6.425137
Veracruz,Morocco,2023,2,2023-06-01,8.297292
Hidalgo,Tuvalu,2000,3,2000-09-01,2.952607
Coahuila,Singapore,2011,1,2011-03-01,6.263728
San Luis Potosí,Malta,2000,4,2000-12-01,9.491236
San Luis Potosí,Guam,2021,2,2021-06-01,7.97858
Oaxaca,Singapore,2023,1,2023-03-01,3.62329
Nuevo León,Cocos (Keeling) Islands,2005,2,2005-06-01,1.046817
Veracruz,Mauritius,2005,1,2005-03-01,1.339824
Yucatán,Wallis and Futuna,2018,1,2018-03-01,5.53005
Nuevo León,Swaziland,2017,3,2017-09-01,7.251954
Querétaro,Ireland,2010,2,2010-06-01,2.277909
Baja California Sur,Jersey,2004,3,2004-09-01,4.854844
Chiapas,Indonesia,2006,3,2006-09-01,2.421745
Baja California Sur,Malaysia,2011,3,2011-09-01,1.928071
Jalisco,Lesotho,2013,4,2013-12-01,4.269551
Oaxaca,Cyprus,2014,1,2014-03-01,0.036508
Oaxaca,Tokelau,2011,4,2011-12-01,1.81438
Quintana Roo,Svalbard & Jan Mayen Islands,2010,1,2010-03-01,0.254797
Durango,Libyan Arab Jamahiriya,2003,2,2003-06-01,2.595469
Colima,Portugal,2019,2,2019-06-01,8.013254
Baja California,Latvia,2007,1,2007-03-01,5.259298
Morelos,Algeria,2023,3,2023-09-01,1.704556
Jalisco,Saint Pierre and Miquelon,2000,1,2000-03-01,0.072377
Hidalgo,Rwanda,2001,4,2001-12-01,1.3497
Colima,Malta,2012,1,2012-03-01,0.67646
Chihuahua,Pakistan,2006,2,2006-06-01,8.829841
Estado de México,Belarus,2023,2,2023-06-01,6.633587
Quintana Roo,Hungary,2013,3,2013-09-01,3.436453
Campeche,Korea,2012,4,2012-12-01,5.761244
Puebla,Heard Island and McDonald Islands,2002,4,2002-12-01,5.37497
San Luis Potosí,Saint Kitts and Nevis,2023,4,2023-12-01,5.368687
Veracruz,Saint Barthelemy,2021,2,2021-06-01,2.413804
Chiapas,North Macedonia,2002,4,2002-12-01,1.061376
San Luis Potosí,Gabon,2013,3,2013-09-01,1.154859
Zacatecas,South Georgia and the South Sandwich Islands,2004,1,2004-03-01,8.431548
Chiapas,Latvia,2020,1,2020-03-01,2.29884
Quintana Roo,Cyprus,2003,1,2003-03-01,2.356104
Querétaro,Paraguay,2009,2,2009-06-01,7.703197
Estado de México,Heard Island and McDonald Islands,2015,1,2015-03-01,1.848546
Chiapas,North Macedonia,2017,3,2017-09-01,2.183334
Sonora,Tanzania,2019,4,2019-12-01,7.207869
Tabasco,Guyana,2006,3,2006-09-01,8.242565
Morelos,Korea,2017,4,2017-12-01,2.605474
Chihuahua,Solomon Islands,2002,2,2002-06-01,3.815798
Chihuahua,Jordan,2015,2,2015-06-01,6.381294
Chihuahua,Singapore,2018,3,2018-09-01,0.442092
Nuevo León,Turkey,2002,3,2002-09-01,8.004696
Guerrero,Faroe Islands,2010,2,2010-06-01,6.224508
Aguascalientes,Gabon,2011,1,2011-03-01,7.72059
Zacatecas,Cameroon,2005,1,2005-03-01,8.229165
Oaxaca,Congo,2006,2,2006-06-01,3.964648
Veracruz,Netherlands Antilles,2011,3,2011-09-01,5.256337
Nayarit,Belarus,2013,4,2013-12-01,5.732761
Veracruz,Antigua and Barbuda,2022,4,2022-12-01,2.601996
Tabasco,Heard Island and McDonald Islands,2009,4,2009-12-01,2.789508
Guerrero,United Arab Emirates,2002,3,2002-09-01,5.227603
Jalisco,Belarus,2017,1,2017-03-01,5.550493
Aguascalientes,Poland,2015,4,2015-12-01,9.71585
Nayarit,Saint Barthelemy,2020,1,2020-03-01,1.439492
Aguascalientes,Latvia,2010,3,2010-09-01,0.766041
Durango,Latvia,2020,1,2020-03-01,4.161307
Nuevo León,Paraguay,2000,3,2000-09-01,8.581968
Campeche,Madagascar,2010,2,2010-06-01,9.605444
Veracruz,France,2020,2,2020-06-01,9.782052
Coahuila,Qatar,2019,4,2019-12-01,0.755346
Sonora,China,2003,3,2003-09-01,4.81967
Sinaloa,Bolivia,2021,1,2021-03-01,9.217288
Chihuahua,Antarctica (the territory South of 60 deg S),2017,2,2017-06-01,0.345417
Tamaulipas,Greece,2011,4,2011-12-01,2.928082
Jalisco,Monaco,2002,1,2002-03-01,4.414003
Quintana Roo,Tokelau,2002,1,2002-03-01,7.574898
Chiapas,Zimbabwe,2003,3,2003-09-01,6.763422
Campeche,Liberia,2011,2,2011-06-01,0.5958
Tabasco,United States of America,2015,2,2015-06-01,1.485833
Zacatecas,Chad,2005,4,2005-12-01,9.178801
Sinaloa,Guam,2002,1,2002-03-01,5.225935
Tlaxcala,Serbia,2000,4,2000-12-01,6.735694
San Luis Potosí,Aruba,2014,3,2014-09-01,9.328498
Michoacán,Portugal,2022,3,2022-09-01,0.092103
Durango,Montenegro,2001,2,2001-06-01,2.513316
Aguascalientes,Tanzania,2023,1,2023-03-01,8.049174
Baja California Sur,Saudi Arabia,2003,4,2003-12-01,0.718847
Guerrero,Antigua and Barbuda,2015,4,2015-12-01,8.120906
Chiapas,San Marino,2009,2,2009-06-01,8.785075
Chihuahua,Lithuania,2017,4,2017-12-01,2.807621
Baja California Sur,Moldova,2008,1,2008-03-01,7.852803
Sonora,Luxembourg,2023,4,2023-12-01,9.671719
Sonora,Tajikistan,2021,4,2021-12-01,6.626981
Coahuila,Grenada,2016,4,2016-12-01,9.278802
Veracruz,French Southern Territories,2023,2,2023-06-01,8.384655
Guerrero,Liberia,2014,4,2014-12-01,7.970006
Estado de México,Tuvalu,2015,1,2015-03-01,0.386701
Zacatecas,Togo,2008,3,2008-09-01,0.658759
Chihuahua,Cameroon,2001,2,2001-06-01,2.601757
San Luis Potosí,Malaysia,2022,4,2022-12-01,8.644678
Tamaulipas,Palau,2001,1,2001-03-01,0.870014
Colima,Christmas Island,2011,3,2011-09-01,1.456677
Yucatán,Macao,2018,1,2018-03-01,4.152412
Querétaro,Grenada,2004,3,2004-09-01,4.711995
Colima,Lesotho,2002,4,2002-12-01,2.769156
Nuevo León,Monaco,2017,2,2017-06-01,9.929872
Morelos,Venezuela,2014,3,2014-09-01,7.080277
Guanajuato,Montenegro,2008,2,2008-06-01,1.975619
Morelos,Singapore,2007,2,2007-06-01,6.109175
Querétaro,Uganda,2017,1,2017-03-01,7.079906
Tabasco,Brazil,2019,1,2019-03-01,5.431884
Tabasco,Indonesia,2014,3,2014-09-01,8.703065
Tabasco,Greenland,2019,1,2019-03-01,7.917024
Tlaxcala,Cape Verde,2015,4,2015-12-01,9.419195
Colima,Venezuela,2007,2,2007-06-01,6.311976
Nuevo León,Latvia,2023,4,2023-12-01,6.255592
San Luis Potosí,Central African Republic,2020,1,2020-03-01,5.384468
Estado de México,Tanzania,2003,1,2003-03-01,5.140279
Campeche,Netherlands Antilles,2005,1,2005-03-01,1.843248
Veracruz,Hungary,2012,4,2012-12-01,3.077252
Chiapas,South Africa,2013,2,2013-06-01,5.948379
Sonora,Brazil,2000,2,2000-06-01,4.805514
Baja California Sur,Iran,2000,4,2000-12-01,2.618199
Michoacán,Gabon,2021,3,2021-09-01,5.568216
Zacatecas,Canada,2015,4,2015-12-01,1.962469
Ciudad de México,Bolivia,2010,1,2010-03-01,6.350293
Quintana Roo,Heard Island and McDonald Islands,2011,1,2011-03-01,5.980197
Hidalgo,El Salvador,2004,2,2004-06-01,7.956403
Querétaro,Guinea-Bissau,2009,3,2009-09-01,9.577627
Estado de México,Iraq,2006,1,2006-03-01,7.107455
Baja California Sur,Sierra Leone,2015,3,2015-09-01,3.735997
Guanajuato,Malaysia,2005,4,2005-12-01,1.332057
Tabasco,Heard Island and McDonald Islands,2002,4,2002-12-01,0.557089
Tamaulipas,Honduras,2001,4,2001-12-01,2.256434
Colima,Nicaragua,2018,1,2018-03-01,9.36696
Hidalgo,Iraq,2015,2,2015-06-01,1.519032
San Luis Potosí,Malta,2005,4,2005-12-01,8.353553
Chihuahua,Singapore,2010,3,2010-09-01,2.289503
Guerrero,Greece,2010,1,2010-03-01,3.256369
Nayarit,Heard Island and McDonald Islands,2022,3,2022-09-01,2.295817
Estado de México,Isle of Man,2021,4,2021-12-01,9.46936
Durango,Iraq,2019,2,2019-06-01,1.302779
Campeche,Antigua and Barbuda,2010,1,2010-03-01,5.442029
Sonora,Sudan,2002,4,2002-12-01,5.443252
Morelos,Greenland,2008,2,2008-06-01,4.946675
Campeche,Morocco,2016,3,2016-09-01,2.929641
Sinaloa,Brazil,2023,2,2023-06-01,6.751821
Tamaulipas,Belarus,2000,2,2000-06-01,1.042596
Colima,Saint Kitts and Nevis,2012,2,2012-06-01,1.146066
Baja California Sur,Bosnia and Herzegovina,2008,2,2008-06-01,1.25291
Aguascalientes,Thailand,2006,1,2006-03-01,5.156849
Querétaro,Chad,2010,1,2010-03-01,1.958965
Querétaro,Bahamas,2009,4,2009-12-01,2.326753
Michoacán,North Macedonia,2014,4,2014-12-01,1.973473
Campeche,Bolivia,2006,3,2006-09-01,3.150481
Veracruz,Luxembourg,2008,4,2008-12-01,5.984349
Baja California,Greece,2012,4,2012-12-01,7.127622
Ciudad de México,Antarctica (the territory South of 60 deg S),2021,4,2021-12-01,9.625394
Zacatecas,Hungary,2020,2,2020-06-01,4.04719
Sinaloa,Christmas Island,2001,3,2001-09-01,2.091518
Nuevo León,Oman,2017,1,2017-03-01,0.789302
Estado de México,Sudan,2014,4,2014-12-01,0.432183
Sinaloa,Tanzania,2018,2,2018-06-01,1.38459
Puebla,Andorra,2020,3,2020-09-01,2.692427
Jalisco,Oman,2003,1,2003-03-01,0.594612
Coahuila,Fiji,2004,3,2004-09-01,4.00942
Baja California Sur,Chad,2003,1,2003-03-01,9.18224
Coahuila,Isle of Man,2021,2,2021-06-01,2.305147
Baja California,Indonesia,2000,4,2000-12-01,8.636199
Tamaulipas,Oman,2002,2,2002-06-01,3.126189
Campeche,Burkina Faso,2007,2,2007-06-01,6.870996
Puebla,Cocos (Keeling) Islands,2003,2,2003-06-01,3.963793
Morelos,Venezuela,2020,1,2020-03-01,4.908181
Tabasco,Equatorial Guinea,2011,1,2011-03-01,9.097104
Estado de México,Mayotte,2021,1,2021-03-01,1.408525
Tamaulipas,Sao Tome and Principe,2000,1,2000-03-01,8.267805
Sinaloa,Guernsey,2012,1,2012-03-01,3.839254
Morelos,Heard Island and McDonald Islands,2015,1,2015-03-01,7.980115
Nayarit,South Africa,2003,2,2003-06-01,7.362346
Chiapas,Libyan Arab Jamahiriya,2005,4,2005-12-01,0.398915
Hidalgo,San Marino,2017,4,2017-12-01,1.308586
Morelos,Mauritius,2006,3,2006-09-01,2.762036
Guanajuato,Saudi Arabia,2006,4,2006-12-01,7.903639
Estado de México,Benin,2012,1,2012-03-01,0.913248
Puebla,Netherlands Antilles,2014,1,2014-03-01,8.625544
Nuevo León,Botswana,2020,3,2020-09-01,2.852498
Ciudad de México,Guam,2015,4,2015-12-01,7.752422
Hidalgo,Togo,2023,4,2023-12-01,4.239164
Guanajuato,Turkey,2020,2,2020-06-01,0.690416
Nayarit,Bosnia and Herzegovina,2023,2,2023-06-01,9.835924
Ciudad de México,Mayotte,2003,3,2003-09-01,1.893935
Baja California Sur,Iraq,2013,4,2013-12-01,1.711533
Hidalgo,Seychelles,2015,1,2015-03-01,9.023004
Veracruz,Cape Verde,2007,2,2007-06-01,6.27287
Campeche,Palau,2013,4,2013-12-01,2.491793
Durango,Saint Barthelemy,2021,4,2021-12-01,9.247009
Querétaro,Singapore,2018,2,2018-06-01,1.019139
Morelos,Sudan,2015,1,2015-03-01,0.102178
Sinaloa,North Macedonia,2002,1,2002-03-01,3.212969
Guerrero,Monaco,2011,3,2011-09-01,9.432496
Coahuila,San Marino,2001,4,2001-12-01,3.534727
San Luis Potosí,Gibraltar,2018,3,2018-09-01,7.147959
Tamaulipas,Belarus,2015,1,2015-03-01,3.230022
Tlaxcala,China,2017,1,2017-03-01,3.714523
Colima,North Macedonia,2000,4,2000-12-01,3.295904
Puebla,Moldova,2012,4,2012-12-01,5.684128
Estado de México,Tajikistan,2016,3,2016-09-01,0.433058
Baja California,San Marino,2006,2,2006-06-01,1.206168
Colima,Togo,2005,1,2005-03-01,1.331047
Tabasco,Montenegro,2008,2,2008-06-01,5.027926
Oaxaca,Greenland,2016,3,2016-09-01,2.733946
Veracruz,Lao People's Democratic Republic,2012,1,2012-03-01,7.12526
Querétaro,Liberia,2014,4,2014-12-01,7.469698
Durango,Malaysia,2006,2,2006-06-01,4.41736
Chihuahua,Seychelles,2005,3,2005-09-01,8.662882
Baja California Sur,Saint Barthelemy,2014,2,2014-06-01,0.397648
Tabasco,Mali,2023,4,2023-12-01,0.110106
Chiapas,Pakistan,2018,3,2018-09-01,4.317305
Querétaro,Cape Verde,2012,2,2012-06-01,1.824572
Campeche,Ireland,2004,4,2004-12-01,1.025111
Yucatán,United States of America,2002,2,2002-06-01,9.114125
Aguascalientes,Saint Barthelemy,2010,4,2010-12-01,2.698326
Jalisco,Antarctica (the territory South of 60 deg S),2021,1,2021-03-01,2.227852
Querétaro,Saint Barthelemy,2021,3,2021-09-01,6.693176
Tlaxcala,Benin,2005,3,2005-09-01,3.833214
Michoacán,Netherlands Antilles,2007,2,2007-06-01,2.93454
Estado de México,Fiji,2021,1,2021-03-01,0.125705
Baja California Sur,Moldova,2003,3,2003-09-01,0.289315
Tlaxcala,Fiji,2011,3,2011-09-01,6.379224
Coahuila,Singapore,2011,4,2011-12-01,4.019947
Campeche,Luxembourg,2023,1,2023-03-01,8.95408
Baja California,Venezuela,2017,1,2017-03-01,6.371338
Michoacán,China,2007,3,2007-09-01,6.247491
Campeche,Saint Barthelemy,2007,4,2007-12-01,3.263191
Aguascalientes,Liberia,2022,3,2022-09-01,8.453977
Oaxaca,Cape Verde,2010,3,2010-09-01,7.48073
Oaxaca,Macao,2016,2,2016-06-01,0.266748
Tamaulipas,Brazil,2017,3,2017-09-01,3.060416
Tabasco,Guam,2007,1,2007-03-01,6.826119
Oaxaca,Mexico,2007,3,2007-09-01,5.874947
Sonora,Montenegro,2023,4,2023-12-01,2.040243
Estado de México,New Caledonia,2019,1,2019-03-01,3.608121
Tlaxcala,San Marino,2009,1,2009-03-01,2.317018
San Luis Potosí,Tuvalu,2007,2,2007-06-01,3.855212
Durango,Lithuania,2009,1,2009-03-01,4.669649
Zacatecas,Jersey,2015,4,2015-12-01,4.706648
Querétaro,American Samoa,2014,2,2014-06-01,6.861207
Puebla,Iraq,2004,1,2004-03-01,8.444555
Chihuahua,Andorra,2008,1,2008-03-01,8.205823
Morelos,Fiji,2010,3,2010-09-01,5.598238
Baja California Sur,Samoa,2012,2,2012-06-01,2.640724
Ciudad de México,Belarus,2010,2,2010-06-01,3.328937
Tabasco,Tuvalu,2023,2,2023-06-01,2.746437
Jalisco,Paraguay,2005,2,2005-06-01,2.248798
Durango,Latvia,2004,1,2004-03-01,2.263461
Hidalgo,Lithuania,2012,4,2012-12-01,0.873139
Sonora,United States of America,2001,4,2001-12-01,4.231379
Campeche,Svalbard & Jan Mayen Islands,2009,2,2009-06-01,9.217239
Campeche,Belarus,2020,1,2020-03-01,2.450364
Baja California Sur,Holy See (Vatican City State),2021,1,2021-03-01,7.517493
Yucatán,Costa Rica,2000,1,2000-03-01,9.47758
Aguascalientes,Isle of Man,2005,4,2005-12-01,4.321111
Guerrero,Saint Barthelemy,2017,4,2017-12-01,5.040267
Nayarit,Norway,2002,4,2002-12-01,2.762701
Veracruz,Spain,2016,1,2016-03-01,8.905355
Campeche,Antarctica (the territory South of 60 deg S),2006,1,2006-03-01,0.577348
Estado de México,France,2018,3,2018-09-01,7.96989
Sonora,Afghanistan,2009,4,2009-12-01,0.321187
Ciudad de México,Qatar,2011,1,2011-03-01,1.736143
Coahuila,Cuba,2008,2,2008-06-01,6.810447
Jalisco,Benin,2019,4,2019-12-01,5.86602
Chiapas,French Southern Territories,2009,4,2009-12-01,4.914022
Guanajuato,Pakistan,2003,2,2003-06-01,8.84709
Chihuahua,Ethiopia,2001,2,2001-06-01,5.66001
San Luis Potosí,Iran,2018,2,2018-06-01,3.054923
Sonora,Mexico,2007,1,2007-03-01,2.628624
Tamaulipas,Burkina Faso,2017,2,2017-06-01,5.022069
Sonora,Fiji,2015,2,2015-06-01,7.110437
Chiapas,Mayotte,2023,1,2023-03-01,2.946409
Tlaxcala,China,2014,4,2014-12-01,8.416951
Estado de México,Lithuania,2007,3,2007-09-01,5.159971
Colima,Antarctica (the territory South of 60 deg S),2021,3,2021-09-01,7.829092
San Luis Potosí,Sudan,2012,1,2012-03-01,1.291085
Coahuila,Montenegro,2012,3,2012-09-01,2.882583
Nayarit,Gambia,2023,2,2023-06-01,3.434945
Hidalgo,United Arab Emirates,2019,3,2019-09-01,9.731594
Coahuila,Qatar,2005,1,2005-03-01,5.74195
Colima,Eritrea,2016,2,2016-06-01,0.14955
Hidalgo,Cape Verde,2016,2,2016-06-01,1.470594
Aguascalientes,Norway,2015,4,2015-12-01,6.726063
Oaxaca,Qatar,2002,4,2002-12-01,8.438763
Durango,Morocco,2002,1,2002-03-01,8.860993
Zacatecas,Saint Barthelemy,2000,3,2000-09-01,8.46692
Jalisco,Belarus,2017,2,2017-06-01,7.880501
Hidalgo,Gibraltar,2009,3,2009-09-01,2.975177
Estado de México,Belarus,2006,4,2006-12-01,3.301228
Zacatecas,Swaziland,2010,3,2010-09-01,1.599539
Tamaulipas,Madagascar,2019,1,2019-03-01,8.671211
Baja California Sur,Malta,2005,3,2005-09-01,4.745496
